similarity,pValue,nGenes,treatment,perturbagenID,time,signatureid,cellline,Source_Signature,perturbagen
0.3203,1e-4,137,STAT3,CGS001-6774,144 h,LINCSKD_36235,PC3,LINCSCP_45100,Chloroquine
0.3164,2e-4,137,JAK1,CGS001-3716,96 h,LINCSKD_27721,PC3,LINCSCP_45100,Chloroquine
0.7047,7.0898e-28,177,STAT4,CGS001-6775,120 h,LINCSKD_32811,VCAP,LINCSCP_56520,Chloroquine
0.6455,3.048e-22,177,IL6ST,CGS001-3572,120 h,LINCSKD_31340,VCAP,LINCSCP_56520,Chloroquine
0.6401,8.6145e-22,177,STAT6,CGS001-6778,120 h,LINCSKD_32813,VCAP,LINCSCP_56520,Chloroquine
-0.63,5.7662e-21,177,SOCS4,CGS001-122809,120 h,LINCSKD_32740,VCAP,LINCSCP_56520,Chloroquine
0.621,2.928e-20,177,IKBKAP,CGS001-8518,120 h,LINCSKD_31310,VCAP,LINCSCP_56520,Chloroquine
0.6802,6.5918e-32,225,NFKB2,CGS001-4791,120 h,LINCSKD_31844,VCAP,LINCSCP_56799,Chloroquine
-0.6487,2.9555e-28,225,STAT5A,CGS001-6776,120 h,LINCSKD_32812,VCAP,LINCSCP_56799,Chloroquine
-0.5606,5.0667e-20,225,STAT1,CGS001-6772,120 h,LINCSKD_32808,VCAP,LINCSCP_56799,Chloroquine
0.5541,1.6564e-19,225,TNF,CGS001-7124,120 h,LINCSKD_32982,VCAP,LINCSCP_56799,Chloroquine
-0.5223,3.7787e-17,225,STAT2,CGS001-6773,120 h,LINCSKD_32809,VCAP,LINCSCP_56799,Chloroquine
0.5126,1.7891e-16,225,IKBKG,CGS001-8517,120 h,LINCSKD_31313,VCAP,LINCSCP_56799,Chloroquine
0.3178,1.1933e-6,224,RELB,CGS001-5971,96 h,LINCSKD_6281,A549,LINCSCP_7558,Chloroquine
0.3984,6.1475e-11,250,STAT3,CGS001-6774,96 h,LINCSKD_6666,A549,LINCSCP_9684,Chloroquine
0.2591,1e-4,237,JAK3,CGS001-3718,96 h,LINCSKD_5225,A549,LINCSCP_9798,Chloroquine
0.3621,5.2819e-11,309,IKBKG,CGS001-8517,96 h,LINCSKD_5139,A549,LINCSCP_9799,Chloroquine
0.3258,4.5129e-9,309,STAT4,CGS001-6775,96 h,LINCSKD_6667,A549,LINCSCP_9799,Chloroquine
0.2776,1.0779e-6,299,NFKB2,CGS001-4791,96 h,LINCSKD_5655,A549,LINCSCP_9800,Chloroquine
0.47,1.8179e-20,347,RELA,CGS001-5970,96 h,LINCSKD_6280,A549,LINCSCP_9801,Chloroquine
0.4212,2.3699e-16,347,STAT2,CGS001-6773,96 h,LINCSKD_6665,A549,LINCSCP_9801,Chloroquine
-0.4048,4.0756e-15,347,JAK1,CGS001-3716,96 h,LINCSKD_5223,A549,LINCSCP_9801,Chloroquine
0.5145,4.1546e-24,336,REL,CGS001-5966,96 h,LINCSKD_10725,HA1E,LINCSCP_98516,Chloroquine
0.5018,7.874e-23,336,STAT1,CGS001-6772,96 h,LINCSKD_11111,HA1E,LINCSCP_98516,Chloroquine
0.4694,8.1555e-20,336,STAT3,CGS001-6774,96 h,LINCSKD_11113,HA1E,LINCSCP_98516,Chloroquine
0.4358,5.2243e-17,336,JAK1,CGS001-3716,96 h,LINCSKD_9662,HA1E,LINCSCP_98516,Chloroquine
-0.4088,5.7808e-15,336,SOCS1,CGS001-8651,96 h,LINCSKD_11039,HA1E,LINCSCP_98516,Chloroquine
0.4743,2.3644e-10,160,IKBKAP,CGS001-8518,96 h,LINCSKD_7603,ASC,LINCSCP_11324,Pyrrolidine Dithiocarbamate
0.4538,1.8069e-12,218,IL6ST,CGS001-3572,96 h,LINCSKD_9602,HA1E,LINCSCP_13939,Pyrrolidine Dithiocarbamate
-0.3763,9.6791e-9,218,RELA,CGS001-5970,96 h,LINCSKD_10726,HA1E,LINCSCP_13939,Pyrrolidine Dithiocarbamate
0.5859,1.3951e-28,295,SOCS2,CGS001-8835,96 h,LINCSKD_13715,HCC515,LINCSCP_18025,Pyrrolidine Dithiocarbamate
0.5166,1.5902e-21,295,REL,CGS001-5966,96 h,LINCSKD_13493,HCC515,LINCSCP_18025,Pyrrolidine Dithiocarbamate
0.4648,3.2539e-17,295,RELB,CGS001-5971,96 h,LINCSKD_13494,HCC515,LINCSCP_18025,Pyrrolidine Dithiocarbamate
-0.3952,1.8108e-12,295,SOCS5,CGS001-9655,96 h,LINCSKD_13717,HCC515,LINCSCP_18025,Pyrrolidine Dithiocarbamate
0.2436,1e-4,258,STAT1,CGS001-6772,96 h,LINCSKD_13762,HCC515,LINCSCP_18129,Pyrrolidine Dithiocarbamate
0.2418,1e-4,258,TNF,CGS001-7124,96 h,LINCSKD_13871,HCC515,LINCSCP_18129,Pyrrolidine Dithiocarbamate
0.2129,6e-4,258,STAT5A,CGS001-6776,96 h,LINCSKD_13764,HCC515,LINCSCP_18129,Pyrrolidine Dithiocarbamate
0.4003,2.7778e-13,308,STAT3,CGS001-6774,96 h,LINCSKD_17315,HEPG2,LINCSCP_22801,Pyrrolidine Dithiocarbamate
-0.3976,4.1656e-13,308,IKBKE,CGS001-9641,96 h,LINCSKD_15896,HEPG2,LINCSCP_22801,Pyrrolidine Dithiocarbamate
0.3964,4.9176e-13,308,SOCS1,CGS001-8651,96 h,LINCSKD_17248,HEPG2,LINCSCP_22801,Pyrrolidine Dithiocarbamate
0.3899,1.2669e-12,308,STAT6,CGS001-6778,96 h,LINCSKD_17319,HEPG2,LINCSCP_22801,Pyrrolidine Dithiocarbamate
0.3761,8.6916e-12,308,TNF,CGS001-7124,96 h,LINCSKD_17488,HEPG2,LINCSCP_22801,Pyrrolidine Dithiocarbamate
0.4449,8.9378e-20,378,IKBKAP,CGS001-8518,96 h,LINCSKD_19224,HT29,LINCSCP_26923,Pyrrolidine Dithiocarbamate
0.3827,1.245e-14,378,STAT5A,CGS001-6776,96 h,LINCSKD_20631,HT29,LINCSCP_26923,Pyrrolidine Dithiocarbamate
0.3118,5.752e-10,378,STAT1,CGS001-6772,96 h,LINCSKD_20628,HT29,LINCSCP_26923,Pyrrolidine Dithiocarbamate
0.2934,6.0806e-9,378,SOCS1,CGS001-8651,96 h,LINCSKD_20559,HT29,LINCSCP_26923,Pyrrolidine Dithiocarbamate
0.2646,1.7865e-7,378,STAT4,CGS001-6775,96 h,LINCSKD_20630,HT29,LINCSCP_26923,Pyrrolidine Dithiocarbamate
0.25,8.4918e-7,378,STAT5B,CGS001-6777,96 h,LINCSKD_20632,HT29,LINCSCP_26923,Pyrrolidine Dithiocarbamate
0.2387,2.6786e-6,378,IKBKG,CGS001-8517,96 h,LINCSKD_19227,HT29,LINCSCP_26923,Pyrrolidine Dithiocarbamate
0.4853,1.044e-16,259,STAT3,CGS001-6774,96 h,LINCSKD_3064,A375,LINCSCP_2735,Pyrrolidine Dithiocarbamate
0.4687,1.5116e-15,259,IL6ST,CGS001-3572,96 h,LINCSKD_1545,A375,LINCSCP_2735,Pyrrolidine Dithiocarbamate
0.3481,8.618e-9,259,IKBKAP,CGS001-8518,96 h,LINCSKD_1513,A375,LINCSCP_2735,Pyrrolidine Dithiocarbamate
0.3217,1.2034e-7,259,STAT1,CGS001-6772,96 h,LINCSKD_3062,A375,LINCSCP_2735,Pyrrolidine Dithiocarbamate
0.3039,6.1691e-7,259,STAT6,CGS001-6778,96 h,LINCSKD_3068,A375,LINCSCP_2735,Pyrrolidine Dithiocarbamate
0.2919,1.7595e-6,259,SOCS2,CGS001-8835,96 h,LINCSKD_2995,A375,LINCSCP_2735,Pyrrolidine Dithiocarbamate
0.5583,2.5362e-34,402,REL,CGS001-5966,96 h,LINCSKD_23956,MCF7,LINCSCP_33118,Pyrrolidine Dithiocarbamate
0.501,6.2396e-27,402,STAT6,CGS001-6778,96 h,LINCSKD_24220,MCF7,LINCSCP_33118,Pyrrolidine Dithiocarbamate
-0.402,4.7721e-17,402,SOCS2,CGS001-8835,144 h,LINCSKD_21982,MCF7,LINCSCP_33118,Pyrrolidine Dithiocarbamate
0.3913,3.6734e-16,402,STAT1,CGS001-6772,144 h,LINCSKD_22005,MCF7,LINCSCP_33118,Pyrrolidine Dithiocarbamate
0.3705,1.5975e-14,402,NFKB1,CGS001-4790,96 h,LINCSKD_23521,MCF7,LINCSCP_33118,Pyrrolidine Dithiocarbamate
-0.3406,2.2305e-12,402,JAK2,CGS001-3717,144 h,LINCSKD_34365,MCF7,LINCSCP_33118,Pyrrolidine Dithiocarbamate
-0.3081,2.7584e-10,402,RELA,CGS001-5970,144 h,LINCSKD_34572,MCF7,LINCSCP_33118,Pyrrolidine Dithiocarbamate
0.2836,7.1357e-9,402,RELB,CGS001-5971,144 h,LINCSKD_21893,MCF7,LINCSCP_33118,Pyrrolidine Dithiocarbamate
0.4015,2.0841e-22,542,IKBKB,CGS001-3551,96 h,LINCSKD_23148,MCF7,LINCSCP_33249,Pyrrolidine Dithiocarbamate
0.4013,2.1693e-22,542,STAT3,CGS001-6774,96 h,LINCSKD_24217,MCF7,LINCSCP_33249,Pyrrolidine Dithiocarbamate
0.3789,5.9674e-20,542,IKBKE,CGS001-9641,96 h,LINCSKD_23149,MCF7,LINCSCP_33249,Pyrrolidine Dithiocarbamate
0.3765,1.0622e-19,542,NFKB2,CGS001-4791,96 h,LINCSKD_23522,MCF7,LINCSCP_33249,Pyrrolidine Dithiocarbamate
-0.3929,1.2596e-14,357,IKBKG,CGS001-8517,96 h,LINCSKD_25021,NPC,LINCSCP_42661,Pyrrolidine Dithiocarbamate
0.3039,2.9539e-9,366,SOCS1,CGS001-8651,96 h,LINCSKD_6595,A549,LINCSCP_7200,Pyrrolidine Dithiocarbamate
0.3144,0,176,JAK2,CGS001-3717,96 h,LINCSKD_19316,HT29,LINCSCP_121115,Rolipram
0.3415,3.3615e-17,576,IKBKB,CGS001-3551,96 h,LINCSKD_19225,HT29,LINCSCP_121117,Rolipram
0.2932,6.9126e-13,576,SOCS1,CGS001-8651,96 h,LINCSKD_20559,HT29,LINCSCP_121117,Rolipram
0.4001,8.0832e-7,142,STAT4,CGS001-6775,96 h,LINCSKD_20630,HT29,LINCSCP_121120,Rolipram
0.3458,1.9737e-7,215,STAT5A,CGS001-6776,144 h,LINCSKD_34655,MCF7,LINCSCP_137697,Rolipram
0.314,2.6367e-6,215,SOCS2,CGS001-8835,96 h,LINCSKD_35477,MCF7,LINCSCP_137697,Rolipram
0.252,2e-4,215,SOCS5,CGS001-9655,96 h,LINCSKD_24169,MCF7,LINCSCP_137697,Rolipram
0.3728,7.0113e-7,167,TNF,CGS001-7124,96 h,LINCSKD_11298,HA1E,LINCSCP_15180,Rolipram
0.3506,3.4003e-6,167,JAK2,CGS001-3717,96 h,LINCSKD_9663,HA1E,LINCSCP_15180,Rolipram
0.3454,4.8447e-6,167,SOCS2,CGS001-8835,96 h,LINCSKD_11040,HA1E,LINCSCP_15180,Rolipram
0.5093,3.8869e-13,178,SOCS1,CGS001-8651,96 h,LINCSKD_6595,A549,LINCSCP_189916,Rolipram
0.5027,8.6505e-13,178,STAT2,CGS001-6773,96 h,LINCSKD_6665,A549,LINCSCP_189916,Rolipram
0.4299,2.1207e-9,178,IL6R,CGS001-3570,96 h,LINCSKD_5166,A549,LINCSCP_189916,Rolipram
0.3722,3.135e-7,178,STAT3,CGS001-6774,96 h,LINCSKD_6666,A549,LINCSCP_189916,Rolipram
0.3693,3.9104e-7,178,JAK3,CGS001-3718,96 h,LINCSKD_5225,A549,LINCSCP_189916,Rolipram
0.3416,8e-4,93,REL,CGS001-5966,96 h,LINCSKD_13493,HCC515,LINCSCP_19014,Rolipram
0.3336,0.0011,93,IL6,CGS001-3569,96 h,LINCSKD_12722,HCC515,LINCSCP_19014,Rolipram
0.5606,4.8819e-12,129,SOCS2,CGS001-8835,96 h,LINCSKD_13715,HCC515,LINCSCP_19218,Rolipram
0.4548,6.1552e-8,129,STAT6,CGS001-6778,96 h,LINCSKD_13765,HCC515,LINCSCP_19218,Rolipram
0.5322,8.3029e-29,375,SOCS1,CGS001-8651,96 h,LINCSKD_17248,HEPG2,LINCSCP_219061,Rolipram
0.4616,7.1681e-10,161,STAT3,CGS001-6774,96 h,LINCSKD_17315,HEPG2,LINCSCP_219271,Rolipram
0.5699,6.3258e-28,308,STAT6,CGS001-6778,96 h,LINCSKD_20633,HT29,LINCSCP_25149,Rolipram
-0.5552,2.6832e-26,308,IKBKE,CGS001-9641,96 h,LINCSKD_19226,HT29,LINCSCP_25149,Rolipram
0.4747,1.0346e-18,308,SOCS4,CGS001-122809,96 h,LINCSKD_20561,HT29,LINCSCP_25149,Rolipram
-0.4672,4.1979e-18,308,STAT1,CGS001-6772,96 h,LINCSKD_20628,HT29,LINCSCP_25149,Rolipram
0.7543,7.2017e-69,368,NFKB1,CGS001-4790,120 h,LINCSKD_31843,VCAP,LINCSCP_293810,Rolipram
0.7412,2.5009e-65,368,SOCS4,CGS001-122809,120 h,LINCSKD_32740,VCAP,LINCSCP_293810,Rolipram
0.6143,1.4941e-39,368,STAT1,CGS001-6772,120 h,LINCSKD_32808,VCAP,LINCSCP_293810,Rolipram
0.6083,1.3027e-38,368,RELB,CGS001-5971,120 h,LINCSKD_32449,VCAP,LINCSCP_293810,Rolipram
0.6039,6.0611e-38,368,IKBKE,CGS001-9641,120 h,LINCSKD_31312,VCAP,LINCSCP_293810,Rolipram
0.577,4.7295e-34,368,JAK1,CGS001-3716,120 h,LINCSKD_31399,VCAP,LINCSCP_293810,Rolipram
-0.5447,7.9903e-30,368,IL6ST,CGS001-3572,120 h,LINCSKD_31340,VCAP,LINCSCP_293810,Rolipram
0.5348,1.3172e-28,368,IL6,CGS001-3569,120 h,LINCSKD_31339,VCAP,LINCSCP_293810,Rolipram
-0.5285,7.2891e-28,368,NFKB2,CGS001-4791,120 h,LINCSKD_31844,VCAP,LINCSCP_293810,Rolipram
0.5053,3.0342e-25,368,STAT2,CGS001-6773,120 h,LINCSKD_32809,VCAP,LINCSCP_293810,Rolipram
0.5025,6.1391e-25,368,STAT5A,CGS001-6776,120 h,LINCSKD_32812,VCAP,LINCSCP_293810,Rolipram
0.6122,2.5887e-9,78,TNF,CGS001-7124,96 h,LINCSKD_24319,MCF7,LINCSCP_30417,Rolipram
0.481,8.2744e-6,78,SOCS4,CGS001-122809,96 h,LINCSKD_24168,MCF7,LINCSCP_30417,Rolipram
0.4622,0,78,STAT2,CGS001-6773,96 h,LINCSKD_24216,MCF7,LINCSCP_30417,Rolipram
-0.4587,0,78,IKBKE,CGS001-9641,144 h,LINCSKD_21583,MCF7,LINCSCP_30417,Rolipram
0.636,6.2979e-28,234,IKBKG,CGS001-8517,96 h,LINCSKD_25021,NPC,LINCSCP_42798,Rolipram
0.5088,8.2456e-17,234,RELB,CGS001-5971,96 h,LINCSKD_25328,NPC,LINCSCP_42798,Rolipram
0.4585,1.4584e-13,234,STAT1,CGS001-6772,96 h,LINCSKD_25441,NPC,LINCSCP_42798,Rolipram
0.4502,4.4242e-13,234,STAT6,CGS001-6778,96 h,LINCSKD_25442,NPC,LINCSCP_42798,Rolipram
0.3513,7e-4,90,SOCS2,CGS001-8835,96 h,LINCSKD_6596,A549,LINCSCP_4433,Rolipram
0.3291,0.0015,90,STAT5B,CGS001-6777,96 h,LINCSKD_6669,A549,LINCSCP_4433,Rolipram
0.2942,0.0049,90,IKBKG,CGS001-8517,96 h,LINCSKD_5139,A549,LINCSCP_4433,Rolipram
0.2855,0.0064,90,JAK2,CGS001-3717,96 h,LINCSKD_5224,A549,LINCSCP_4433,Rolipram
0.2513,0.0169,90,IL6,CGS001-3569,96 h,LINCSKD_5165,A549,LINCSCP_4433,Rolipram
0.5617,2.1465e-9,97,NFKB1,CGS001-4790,96 h,LINCSKD_28060,PC3,LINCSCP_44826,Rolipram
0.4929,2.9057e-7,97,RELB,CGS001-5971,96 h,LINCSKD_28537,PC3,LINCSCP_44826,Rolipram
0.2694,6.3488e-6,273,IKBKG,CGS001-8517,144 h,LINCSKD_26065,PC3,LINCSCP_47836,Rolipram
0.2386,1e-4,273,SOCS4,CGS001-122809,96 h,LINCSKD_28776,PC3,LINCSCP_47836,Rolipram
0.5635,1.0919e-8,88,STAT6,CGS001-6778,120 h,LINCSKD_32813,VCAP,LINCSCP_57000,Rolipram
0.4598,6.5822e-6,88,TNF,CGS001-7124,120 h,LINCSKD_32982,VCAP,LINCSCP_57000,Rolipram
0.4578,7.3122e-6,88,IKBKAP,CGS001-8518,120 h,LINCSKD_31310,VCAP,LINCSCP_57000,Rolipram
0.3704,4e-4,88,STAT3,CGS001-6774,120 h,LINCSKD_32810,VCAP,LINCSCP_57000,Rolipram
0.3398,0.0012,88,STAT4,CGS001-6775,120 h,LINCSKD_32811,VCAP,LINCSCP_57000,Rolipram
0.3142,0.0029,88,JAK2,CGS001-3717,120 h,LINCSKD_31400,VCAP,LINCSCP_57000,Rolipram
0.4663,4.6684e-6,88,NFKB1,CGS001-4790,96 h,LINCSKD_2066,A375,LINCSCP_577,Rolipram
0.4283,0,88,IL6,CGS001-3569,96 h,LINCSKD_1543,A375,LINCSCP_577,Rolipram
0.3884,2e-4,88,JAK1,CGS001-3716,96 h,LINCSKD_1612,A375,LINCSCP_577,Rolipram
0.6382,5.7354e-41,346,JAK1,CGS001-3716,96 h,LINCSKD_5223,A549,LINCSCP_5809,Rolipram
0.5593,7.1572e-30,346,IL6ST,CGS001-3572,96 h,LINCSKD_5167,A549,LINCSCP_5809,Rolipram
0.5188,3.1236e-25,346,IKBKE,CGS001-9641,96 h,LINCSKD_5138,A549,LINCSCP_5809,Rolipram
0.5155,6.9971e-25,346,IKBKB,CGS001-3551,96 h,LINCSKD_5137,A549,LINCSCP_5809,Rolipram
0.4814,1.8047e-21,346,NFKB2,CGS001-4791,96 h,LINCSKD_5655,A549,LINCSCP_5809,Rolipram
0.4646,1.9684e-10,169,TNF,CGS001-7124,96 h,LINCSKD_3241,A375,LINCSCP_68,Rolipram
0.4168,1.7271e-8,169,SOCS1,CGS001-8651,96 h,LINCSKD_2994,A375,LINCSCP_68,Rolipram
0.3821,2.962e-7,169,SOCS4,CGS001-122809,96 h,LINCSKD_2997,A375,LINCSCP_68,Rolipram
0.3668,9.3492e-7,169,STAT4,CGS001-6775,96 h,LINCSKD_3065,A375,LINCSCP_68,Rolipram
0.2819,1.7841e-6,278,IKBKAP,CGS001-8518,96 h,LINCSKD_1513,A375,LINCSCP_74172,Rolipram
0.2145,3e-4,278,IKBKE,CGS001-9641,96 h,LINCSKD_1515,A375,LINCSCP_74172,Rolipram
-0.2193,0.0028,184,JAK3,CGS001-3718,96 h,LINCSKD_1614,A375,LINCSCP_74173,Rolipram
0.2995,2.8123e-6,236,RELB,CGS001-5971,96 h,LINCSKD_2676,A375,LINCSCP_74175,Rolipram
0.3696,1.0347e-6,165,REL,CGS001-5966,96 h,LINCSKD_10725,HA1E,LINCSCP_92511,Rolipram
0.316,0,165,NFKB2,CGS001-4791,96 h,LINCSKD_10097,HA1E,LINCSCP_92511,Rolipram
0.2899,2.8774e-6,252,SOCS5,CGS001-9655,96 h,LINCSKD_11042,HA1E,LINCSCP_92514,Rolipram
-0.2591,0,252,RELA,CGS001-5970,96 h,LINCSKD_10726,HA1E,LINCSCP_92514,Rolipram
0.2403,1e-4,252,IKBKB,CGS001-3551,96 h,LINCSKD_9569,HA1E,LINCSCP_92514,Rolipram
0.2252,3e-4,252,SOCS4,CGS001-122809,96 h,LINCSKD_11041,HA1E,LINCSCP_92514,Rolipram
