perturbagen,treatment,cellline,similarity
Pyrrolidine Dithiocarbamate,IL6ST,MCF7,0.2581
Pyrrolidine Dithiocarbamate,IKBKAP,HT29,0.5886
Pyrrolidine Dithiocarbamate,REL,MCF7,0.5583
Pyrrolidine Dithiocarbamate,STAT6,MCF7,0.501
Pyrrolidine Dithiocarbamate,IKBKAP,A375,0.4691
Pyrrolidine Dithiocarbamate,JAK3,VCAP,0.4405
Pyrrolidine Dithiocarbamate,STAT6,NPC,0.4099
Pyrrolidine Dithiocarbamate,SOCS2,MCF7,-0.402
Pyrrolidine Dithiocarbamate,IKBKAP,NPC,0.396
Pyrrolidine Dithiocarbamate,STAT1,NPC,0.3959
Pyrrolidine Dithiocarbamate,STAT1,MCF7,0.3913
Pyrrolidine Dithiocarbamate,IKBKAP,PC3,0.3832
Pyrrolidine Dithiocarbamate,JAK1,VCAP,0.3719
Pyrrolidine Dithiocarbamate,STAT1,A375,0.3558
Pyrrolidine Dithiocarbamate,JAK2,MCF7,-0.3406
Pyrrolidine Dithiocarbamate,IKBKAP,A549,0.3284
Pyrrolidine Dithiocarbamate,IL6,PC3,-0.3123
Pyrrolidine Dithiocarbamate,IKBKAP,HCC515,0.3022
Pyrrolidine Dithiocarbamate,IKBKE,VCAP,0.3007
Pyrrolidine Dithiocarbamate,STAT1,HCC515,0.2982
Pyrrolidine Dithiocarbamate,JAK3,PC3,0.2915
Pyrrolidine Dithiocarbamate,RELB,MCF7,0.2836
Pyrrolidine Dithiocarbamate,RELB,NPC,0.408
Pyrrolidine Dithiocarbamate,IKBKB,MCF7,0.4015
Pyrrolidine Dithiocarbamate,STAT3,MCF7,0.4013
Pyrrolidine Dithiocarbamate,IL6ST,A549,0.3846
Pyrrolidine Dithiocarbamate,NFKB2,MCF7,0.3765
Pyrrolidine Dithiocarbamate,STAT6,A375,0.3609
Pyrrolidine Dithiocarbamate,REL,PC3,0.3539
Pyrrolidine Dithiocarbamate,REL,A375,0.3405
Pyrrolidine Dithiocarbamate,STAT5B,HT29,0.3274
Pyrrolidine Dithiocarbamate,STAT1,HA1E,0.3169
Pyrrolidine Dithiocarbamate,SOCS1,HT29,0.3096
Pyrrolidine Dithiocarbamate,JAK1,PC3,0.3036
Pyrrolidine Dithiocarbamate,SOCS4,VCAP,0.2999
Pyrrolidine Dithiocarbamate,JAK1,HEPG2,0.289
Pyrrolidine Dithiocarbamate,TNF,A375,0.5288
Pyrrolidine Dithiocarbamate,STAT6,HT29,0.5223
Pyrrolidine Dithiocarbamate,STAT6,VCAP,0.5191
Pyrrolidine Dithiocarbamate,TNF,HA1E,0.492
Pyrrolidine Dithiocarbamate,SOCS4,A375,0.4852
Pyrrolidine Dithiocarbamate,SOCS4,HT29,0.4546
Pyrrolidine Dithiocarbamate,IKBKAP,SKL,0.4274
Pyrrolidine Dithiocarbamate,SOCS1,HEPG2,0.4011
Pyrrolidine Dithiocarbamate,IKBKG,NPC,-0.3929
Pyrrolidine Dithiocarbamate,JAK1,A549,-0.3794
Pyrrolidine Dithiocarbamate,JAK3,HA1E,0.3745
Pyrrolidine Dithiocarbamate,IKBKG,HCC515,0.3629
Pyrrolidine Dithiocarbamate,IKBKG,A375,0.3288
Pyrrolidine Dithiocarbamate,SOCS1,A549,0.3039
Pyrrolidine Dithiocarbamate,STAT5A,VCAP,0.29
Pyrrolidine Dithiocarbamate,IL6ST,HT29,0.2471
Pyrrolidine Dithiocarbamate,RELB,HA1E,-0.2431
Pyrrolidine Dithiocarbamate,RELA,HEKTE,0.2275
Rolipram,JAK1,PC3,0.5247
Rolipram,JAK1,HT29,0.4884
Rolipram,STAT3,MCF7,0.4492
Rolipram,IKBKB,HT29,0.4287
Rolipram,STAT6,A549,0.4191
Rolipram,STAT6,ASC,0.4683
Rolipram,IKBKAP,HA1E,0.3915
Rolipram,IKBKAP,HEPG2,0.301
Rolipram,SOCS5,A375,0.273
Rolipram,IKBKAP,SKL,0.2613
Rolipram,NFKB2,SW480,0.36
Rolipram,STAT4,PC3,-0.2995
Rolipram,STAT5B,PC3,0.2698
Rolipram,IKBKB,MCF7,-0.248
Rolipram,IKBKB,A375,0.298
Rolipram,SOCS2,HEPG2,0.2909
Rolipram,NFKB2,HEPG2,0.275
Rolipram,STAT4,HT29,0.4001
Rolipram,SOCS5,A549,0.3542
Rolipram,STAT6,PC3,0.2893
Rolipram,TNF,HCC515,0.2891
Rolipram,SOCS5,VCAP,0.3268
Rolipram,IKBKE,A375,0.312
Rolipram,JAK2,A375,0.2501
Rolipram,STAT1,A375,0.2276
Rolipram,STAT5A,MCF7,0.3458
Rolipram,SOCS2,MCF7,0.314
Rolipram,IKBKE,PC3,0.2546
Rolipram,TNF,VCAP,0.5696
Rolipram,JAK2,VCAP,0.4844
Rolipram,SOCS4,PC3,0.3965
Rolipram,NFKB2,HEKTE,0.3389
Rolipram,NFKB2,MCF7,-0.3184
Rolipram,TNF,A549,0.3077
Rolipram,STAT1,HEKTE,0.4175
Rolipram,IL6,HCC515,0.4083
Rolipram,NFKB2,PC3,0.2796
Rolipram,SOCS1,A549,0.5093
Rolipram,STAT2,A549,0.5027
Rolipram,NFKB1,MCF7,0.4881
Rolipram,IKBKG,HT29,0.3557
Rolipram,SOCS3,A375,0.4203
Rolipram,NFKB1,HT29,0.3893
Rolipram,STAT5A,HA1E,0.386
Rolipram,IKBKE,ASC,0.3757
Rolipram,IKBKB,ASC,0.3539
Rolipram,RELA,HEPG2,0.316
Rolipram,STAT5B,HA1E,0.315
Rolipram,JAK1,A375,0.6687
Rolipram,SOCS5,HT29,0.6631
Rolipram,JAK2,HT29,0.6612
Rolipram,IKBKG,A549,0.6243
Rolipram,SOCS1,HEPG2,0.6202
Rolipram,IKBKE,NPC,0.5973
Rolipram,STAT3,A549,0.5683
Rolipram,JAK3,A549,0.5349
Rolipram,RELA,A375,0.5156
Rolipram,STAT3,HEPG2,0.5012
Rolipram,REL,HT29,0.4939
Rolipram,SOCS2,NPC,0.4901
Rolipram,IL6R,HA1E,0.4825
Rolipram,IKBKAP,ASC,0.4764
Rolipram,STAT6,HCC515,0.4548
Rolipram,STAT4,HEPG2,0.4406
Rolipram,STAT5B,A549,0.4363
Rolipram,SOCS1,HA1E,0.5586
Rolipram,STAT4,VCAP,0.5328
Rolipram,IKBKG,HCC515,0.4733
Rolipram,IKBKG,HA1E,0.4203
Rolipram,JAK2,PC3,-0.4115
Rolipram,STAT6,HT29,0.5699
Rolipram,RELB,HCC515,0.4988
Rolipram,REL,HCC515,0.4775
Rolipram,STAT2,HA1E,0.4423
Rolipram,SOCS5,HA1E,0.438
Rolipram,IKBKE,HEPG2,0.5934
Rolipram,IL6ST,HEPG2,0.4926
Rolipram,JAK1,HA1E,0.4712
Rolipram,NFKB2,HA1E,0.4465
Rolipram,STAT1,PC3,0.4327
Rolipram,STAT1,MCF7,0.4234
Rolipram,STAT1,HEPG2,0.4193
Rolipram,NFKB1,VCAP,0.7543
Rolipram,SOCS4,VCAP,0.7412
Rolipram,IKBKE,MCF7,0.6268
Rolipram,SOCS2,HCC515,-0.6148
Rolipram,STAT1,VCAP,0.6143
Rolipram,RELB,VCAP,0.6083
Rolipram,IKBKE,VCAP,0.6039
Rolipram,RELB,NPC,0.5861
Rolipram,IL6ST,A375,0.5841
Rolipram,IL6ST,A549,0.5802
Rolipram,STAT1,SW480,0.5776
Rolipram,JAK1,VCAP,0.577
Rolipram,REL,HA1E,0.5702
Rolipram,IKBKE,HT29,0.5664
Rolipram,STAT1,HT29,0.551
Rolipram,STAT1,NPC,0.5504
Rolipram,NFKB2,A549,0.5479
Rolipram,IL6ST,VCAP,-0.5447
Rolipram,STAT6,A375,0.5424
Rolipram,IL6,VCAP,0.5348
Rolipram,STAT6,NPC,0.5301
Rolipram,NFKB2,VCAP,-0.5285
Rolipram,STAT1,A549,0.5184
Rolipram,STAT6,HA1E,0.5169
Rolipram,SOCS5,HCC515,0.5005
Rolipram,REL,PC3,0.4966
Rolipram,SOCS1,A375,0.6488
Rolipram,TNF,MCF7,0.6122
Rolipram,SOCS4,HT29,0.5926
Rolipram,STAT2,PC3,0.5905
Rolipram,STAT6,VCAP,0.5753
Rolipram,IKBKAP,VCAP,0.5564
Rolipram,IKBKB,HA1E,0.5484
Rolipram,TNF,A375,0.546
Rolipram,STAT3,VCAP,0.5433
Rolipram,STAT1,ASC,0.5169
Rolipram,IKBKB,VCAP,0.5144
Rolipram,SOCS4,MCF7,0.481
Rolipram,NFKB1,HEPG2,0.4736
Rolipram,SOCS2,HA1E,0.473
Rolipram,SOCS2,A549,0.4702
Rolipram,STAT2,MCF7,0.4622
Rolipram,STAT3,HCC515,0.4602
Rolipram,SOCS5,PC3,0.448
Rolipram,RELA,SW480,0.4408
Rolipram,NFKB1,SW480,0.6017
Rolipram,NFKB1,A549,0.4681
Rolipram,IL6R,A549,0.4523
Rolipram,STAT1,SKL,0.4364
Rolipram,IL6,HEPG2,0.4341
Rolipram,TNF,HEPG2,0.3804
Rolipram,IKBKE,SW480,0.3668
Rolipram,STAT2,A375,0.34
Rolipram,IKBKG,NPC,0.636
Rolipram,IKBKE,HCC515,0.5491
Rolipram,STAT1,HA1E,0.5151
Rolipram,STAT5A,VCAP,0.5078
Rolipram,JAK3,HA1E,-0.4816
Rolipram,STAT4,A549,-0.4794
Rolipram,STAT1,HCC515,0.4463
Rolipram,STAT5A,A375,0.4372
Rolipram,IKBKG,HEKTE,0.3598
Rolipram,RELB,HEPG2,0.3375
Rolipram,IKBKAP,HCC515,0.3319
Rolipram,IKBKB,PC3,0.3064
Rolipram,IL6,MCF7,0.2999
Rolipram,IL6R,HEPG2,0.2929
Rolipram,RELB,MCF7,-0.2728
Rolipram,IL6R,MCF7,0.2669
Rolipram,JAK2,MCF7,-0.2597
Rolipram,NFKB1,PC3,0.5617
Rolipram,TNF,HA1E,0.5283
Rolipram,STAT5A,HEPG2,0.5255
Rolipram,STAT4,A375,0.4998
Rolipram,RELB,PC3,0.4929
Rolipram,IKBKG,VCAP,0.4844
Rolipram,JAK1,HCC515,0.4777
Rolipram,SOCS3,HEKTE,-0.4651
Rolipram,SOCS1,HT29,-0.4635
Rolipram,RELB,A375,0.4451
Rolipram,SOCS1,HEKTE,0.3827
Rolipram,IKBKG,PC3,0.2694
Rolipram,REL,HEPG2,0.2639
Rolipram,STAT5A,HCC515,0.2317
Rolipram,JAK3,HT29,0.2276
Rolipram,STAT6,HEPG2,0.4962
Rolipram,REL,VCAP,0.4559
Rolipram,JAK2,HEKTE,0.3464
Rolipram,RELB,HEKTE,0.3044
Rolipram,IL6ST,HA1E,-0.2952
Rolipram,SOCS2,A375,0.4524
Rolipram,STAT4,MCF7,0.3944
Rolipram,IL6ST,HT29,0.3795
Rolipram,RELA,A549,0.5073
Rolipram,NFKB2,HT29,0.4846
Rolipram,IKBKB,SW480,0.353
Rolipram,SOCS1,MCF7,0.3446
Rolipram,SOCS4,HCC515,0.318
Rolipram,JAK3,MCF7,0.3109
Rolipram,TNF,HEKTE,0.5263
Rolipram,REL,SW480,0.5022
Rolipram,NFKB1,A375,0.4663
Rolipram,TNF,PC3,0.4521
Rolipram,JAK2,A549,0.4485
Rolipram,IL6,A375,0.4283
Rolipram,IL6,A549,0.4208
Rolipram,STAT5A,A549,0.4123
Rolipram,REL,MCF7,0.4
Rolipram,JAK2,HEPG2,0.3836
Rolipram,IKBKG,SW480,0.381
Rolipram,JAK1,A549,0.6382
Rolipram,STAT3,HA1E,0.555
Rolipram,STAT2,VCAP,0.5517
Rolipram,SOCS4,A375,-0.5433
Rolipram,JAK2,SW480,-0.5341
Rolipram,JAK1,HEPG2,0.5336
Rolipram,IL6,HA1E,-0.5315
Rolipram,REL,A375,0.5301
Rolipram,IKBKE,A549,0.5188
Rolipram,IKBKB,A549,0.5155
Rolipram,IL6R,PC3,0.4927
Rolipram,JAK2,HA1E,-0.473
Rolipram,IKBKAP,A375,0.2819
Rolipram,RELA,HA1E,-0.2907
Rolipram,STAT3,HEKTE,0.2782
Rolipram,IKBKAP,HT29,0.2776
Rolipram,STAT3,PC3,0.2617
Rolipram,JAK3,A375,-0.2193
Rolipram,REL,HEKTE,-0.2023
Rolipram,SOCS4,HA1E,0.2612
Rolipram,NFKB1,HEKTE,0.2412
Rolipram,STAT5B,HEPG2,0.2397
Rolipram,IKBKAP,MCF7,0.229
Rolipram,IKBKB,NPC,0.218
Rolipram,IKBKB,HEPG2,0.4127
Rolipram,STAT5B,MCF7,0.4089
Rolipram,STAT5B,A375,0.3861
Rolipram,SOCS2,HT29,0.3522
Rolipram,RELA,HEKTE,0.311
Rolipram,SOCS5,MCF7,0.3724
Rolipram,IKBKG,ASC,0.2646
